Mkt Al,Orig,Dest,Date,Year,Month,Flights,Seats,ASMs
UA,DEN,PIT,2018-10-01,2018,10,62,9918,12794220
UA,DEN,PIT,2018-11-01,2018,11,59,9300,11997000
UA,DEN,PIT,2018-12-01,2018,12,62,9265,11951850
UA,DEN,PRC,2018-08-01,2018,8,3,150,83700
UA,DEN,PRC,2018-09-01,2018,9,30,1500,837000
UA,DEN,PRC,2018-10-01,2018,10,31,1550,864900
UA,DEN,PRC,2018-11-01,2018,11,30,1500,837000
UA,DEN,PRC,2018-12-01,2018,12,31,1550,864900
UA,DEN,PSC,2018-01-01,2018,1,62,3100,2644300
UA,DEN,PSC,2018-02-01,2018,2,56,2800,2388400
UA,DEN,PSC,2018-03-01,2018,3,62,3100,2644300
UA,DEN,PSC,2018-04-01,2018,4,58,3940,3360820
UA,DEN,PSC,2018-05-01,2018,5,60,4560,3889680
UA,DEN,PSC,2018-06-01,2018,6,80,5430,4631790
UA,DEN,PSC,2018-07-01,2018,7,83,4956,4227468
UA,DEN,PSC,2018-08-01,2018,8,65,4378,3734434
UA,DEN,PSC,2018-09-01,2018,9,76,5440,4640320
UA,DEN,PSC,2018-10-01,2018,10,78,5516,4705148
UA,DEN,PSC,2018-11-01,2018,11,81,5210,4444130
UA,DEN,PSC,2018-12-01,2018,12,84,5400,4606200
UA,DEN,PSP,2018-01-01,2018,1,93,11570,8978320
UA,DEN,PSP,2018-02-01,2018,2,107,11588,8992288
UA,DEN,PSP,2018-03-01,2018,3,153,14051,10903576
UA,DEN,PSP,2018-04-01,2018,4,127,12546,9735696
UA,DEN,PSP,2018-05-01,2018,5,92,10888,8449088
UA,DEN,PSP,2018-06-01,2018,6,90,6964,5404064
UA,DEN,PSP,2018-07-01,2018,7,89,5360,4159360
UA,DEN,PSP,2018-08-01,2018,8,104,6898,5352848
UA,DEN,PSP,2018-09-01,2018,9,118,8929,6928904
UA,DEN,PSP,2018-10-01,2018,10,114,10128,7859328
UA,DEN,PSP,2018-11-01,2018,11,109,12468,9675168
UA,DEN,PSP,2018-12-01,2018,12,91,8321,6457096
UA,DEN,PUB,2018-01-01,2018,1,54,2700,291600
UA,DEN,PUB,2018-02-01,2018,2,48,2400,259200
UA,DEN,PUB,2018-03-01,2018,3,53,2650,286200
UA,DEN,PUB,2018-04-01,2018,4,51,2550,275400
UA,DEN,PUB,2018-05-01,2018,5,54,2700,291600
UA,DEN,PUB,2018-06-01,2018,6,51,2550,275400
UA,DEN,PUB,2018-07-01,2018,7,52,2600,280800
UA,DEN,PUB,2018-08-01,2018,8,54,2700,291600
UA,DEN,PUB,2018-09-01,2018,9,50,2500,270000
UA,DEN,PUB,2018-10-01,2018,10,54,2700,291600
UA,DEN,PUB,2018-11-01,2018,11,53,2650,286200
UA,DEN,PUB,2018-12-01,2018,12,49,2450,264600
UA,DEN,PVR,2018-01-01,2018,1,35,5217,6891657
UA,DEN,PVR,2018-02-01,2018,2,32,4881,6447801
UA,DEN,PVR,2018-03-01,2018,3,54,7911,10450431
UA,DEN,PVR,2018-04-01,2018,4,26,4025,5317025
UA,DEN,PVR,2018-05-01,2018,5,12,1798,2375158
UA,DEN,PVR,2018-06-01,2018,6,10,1658,2190218
UA,DEN,PVR,2018-07-01,2018,7,4,716,945836
UA,DEN,PVR,2018-08-01,2018,8,4,716,945836
UA,DEN,PVR,2018-09-01,2018,9,5,856,1130776
UA,DEN,PVR,2018-10-01,2018,10,8,1354,1788634
UA,DEN,PVR,2018-11-01,2018,11,34,5651,7464971
UA,DEN,PVR,2018-12-01,2018,12,35,5798,7659158
UA,DEN,RAP,2018-01-01,2018,1,103,5370,1616370
UA,DEN,RAP,2018-02-01,2018,2,84,5090,1532090
UA,DEN,RAP,2018-03-01,2018,3,93,5184,1560384
UA,DEN,RAP,2018-04-01,2018,4,125,6406,1928206
UA,DEN,RAP,2018-05-01,2018,5,141,7622,2294222
UA,DEN,RAP,2018-06-01,2018,6,192,9704,2920904
UA,DEN,RAP,2018-07-01,2018,7,205,10250,3085250
UA,DEN,RAP,2018-08-01,2018,8,190,9746,2933546
UA,DEN,RAP,2018-09-01,2018,9,184,9800,2949800
UA,DEN,RAP,2018-10-01,2018,10,161,8380,2522380
UA,DEN,RAP,2018-11-01,2018,11,133,7750,2332750
UA,DEN,RAP,2018-12-01,2018,12,129,6450,1941450
UA,DEN,RDM,2018-01-01,2018,1,38,2238,2011962
UA,DEN,RDM,2018-02-01,2018,2,28,1764,1585836
UA,DEN,RDM,2018-03-01,2018,3,31,2356,2118044
UA,DEN,RDM,2018-04-01,2018,4,50,3222,2896578
UA,DEN,RDM,2018-05-01,2018,5,62,3906,3511494
UA,DEN,RDM,2018-06-01,2018,6,74,4736,4257664
UA,DEN,RDM,2018-07-01,2018,7,76,4916,4419484
UA,DEN,RDM,2018-08-01,2018,8,79,5112,4595688
UA,DEN,RDM,2018-09-01,2018,9,76,5000,4495000
UA,DEN,RDM,2018-10-01,2018,10,78,5160,4638840
UA,DEN,RDM,2018-11-01,2018,11,59,4070,3658930
UA,DEN,RDM,2018-12-01,2018,12,62,3980,3578020
UA,DEN,RDU,2018-01-01,2018,1,62,6324,9081264
UA,DEN,RDU,2018-02-01,2018,2,56,6748,9690128
UA,DEN,RDU,2018-03-01,2018,3,62,9124,13102064
UA,DEN,RDU,2018-04-01,2018,4,60,8516,12228976
UA,DEN,RDU,2018-05-01,2018,5,62,8656,12430016
UA,DEN,RDU,2018-06-01,2018,6,60,8762,12582232
UA,DEN,RDU,2018-07-01,2018,7,61,8970,12880920
UA,DEN,RDU,2018-08-01,2018,8,62,8976,12889536
UA,DEN,RDU,2018-09-01,2018,9,59,8342,11979112
UA,DEN,RDU,2018-10-01,2018,10,57,8363,12009268
UA,DEN,RDU,2018-11-01,2018,11,59,9592,13774112
UA,DEN,RDU,2018-12-01,2018,12,59,9898,14213528
UA,DEN,RIC,2018-01-01,2018,1,31,2720,4031040
UA,DEN,RIC,2018-02-01,2018,2,28,2128,3153696
UA,DEN,RIC,2018-03-01,2018,3,31,2356,3491592
UA,DEN,RIC,2018-04-01,2018,4,30,2280,3378960
UA,DEN,RIC,2018-05-01,2018,5,31,2356,3491592
UA,DEN,RIC,2018-06-01,2018,6,54,6868,10178376
UA,DEN,RIC,2018-07-01,2018,7,61,6930,10270260
UA,DEN,RIC,2018-08-01,2018,8,61,6856,10160592
UA,DEN,RIC,2018-09-01,2018,9,54,5954,8823828
UA,DEN,RIC,2018-10-01,2018,10,57,5393,7992426
UA,DEN,RIC,2018-11-01,2018,11,54,4268,6325176
UA,DEN,RIC,2018-12-01,2018,12,58,5624,8334768
UA,DEN,RKS,2018-01-01,2018,1,58,2900,754000
UA,DEN,RKS,2018-02-01,2018,2,52,2600,676000
UA,DEN,RKS,2018-03-01,2018,3,57,2850,741000
UA,DEN,RKS,2018-04-01,2018,4,56,2800,728000
UA,DEN,RKS,2018-05-01,2018,5,55,2750,715000
UA,DEN,RKS,2018-06-01,2018,6,55,2750,715000
UA,DEN,RKS,2018-07-01,2018,7,52,2600,676000
UA,DEN,RKS,2018-08-01,2018,8,58,2900,754000
UA,DEN,RKS,2018-09-01,2018,9,55,2750,715000
UA,DEN,RKS,2018-10-01,2018,10,58,2900,754000
UA,DEN,RKS,2018-11-01,2018,11,62,3100,806000
UA,DEN,RKS,2018-12-01,2018,12,62,3100,806000
UA,DEN,RNO,2018-01-01,2018,1,81,9014,7247256
UA,DEN,RNO,2018-02-01,2018,2,63,7876,6332304
UA,DEN,RNO,2018-03-01,2018,3,67,8860,7123440
UA,DEN,RNO,2018-04-01,2018,4,62,8447,6791388
UA,DEN,RNO,2018-05-01,2018,5,61,8358,6719832
UA,DEN,RNO,2018-06-01,2018,6,88,12782,10276728
UA,DEN,RNO,2018-07-01,2018,7,91,13354,10736616
UA,DEN,RNO,2018-08-01,2018,8,91,13479,10837116
UA,DEN,RNO,2018-09-01,2018,9,76,11189,8995956
UA,DEN,RNO,2018-10-01,2018,10,78,10584,8509536
UA,DEN,RNO,2018-11-01,2018,11,80,10498,8440392
UA,DEN,RNO,2018-12-01,2018,12,84,10959,8811036
UA,DEN,RSW,2018-01-01,2018,1,38,6477,10402062
UA,DEN,RSW,2018-02-01,2018,2,28,4629,7434174
UA,DEN,RSW,2018-03-01,2018,3,31,4826,7750556
UA,DEN,RSW,2018-04-01,2018,4,30,5054,8116724
UA,DEN,RSW,2018-05-01,2018,5,31,5549,8911694
UA,DEN,RSW,2018-06-01,2018,6,6,1074,1724844
UA,DEN,RSW,2018-10-01,2018,10,28,4242,6812652
UA,DEN,RSW,2018-11-01,2018,11,30,4932,7920792
UA,DEN,RSW,2018-12-01,2018,12,43,6987,11221122
UA,DEN,SAF,2018-01-01,2018,1,61,3050,924150
UA,DEN,SAF,2018-02-01,2018,2,56,2800,848400
UA,DEN,SAF,2018-03-01,2018,3,62,3100,939300
UA,DEN,SAF,2018-04-01,2018,4,80,4000,1212000
UA,DEN,SAF,2018-05-01,2018,5,92,4600,1393800
UA,DEN,SAF,2018-06-01,2018,6,91,4550,1378650
UA,DEN,SAF,2018-07-01,2018,7,96,4800,1454400
UA,DEN,SAF,2018-08-01,2018,8,96,4800,1454400
UA,DEN,SAF,2018-09-01,2018,9,89,4450,1348350
UA,DEN,SAF,2018-10-01,2018,10,117,6010,1821030
UA,DEN,SAF,2018-11-01,2018,11,85,4250,1287750
UA,DEN,SAF,2018-12-01,2018,12,77,3850,1166550
UA,DEN,SAN,2018-01-01,2018,1,108,16338,13936314
UA,DEN,SAN,2018-02-01,2018,2,100,15178,12946834
UA,DEN,SAN,2018-03-01,2018,3,118,19041,16241973
UA,DEN,SAN,2018-04-01,2018,4,113,18375,15673875
UA,DEN,SAN,2018-05-01,2018,5,114,18527,15803531
UA,DEN,SAN,2018-06-01,2018,6,142,23021,19636913
UA,DEN,SAN,2018-07-01,2018,7,148,24434,20842202
UA,DEN,SAN,2018-08-01,2018,8,150,24847,21194491
UA,DEN,SAN,2018-09-01,2018,9,135,22733,19391249
UA,DEN,SAN,2018-10-01,2018,10,168,27351,23330403
UA,DEN,SAN,2018-11-01,2018,11,136,22569,19251357
UA,DEN,SAN,2018-12-01,2018,12,144,24692,21062276
UA,DEN,SAT,2018-01-01,2018,1,69,8083,6417902
UA,DEN,SAT,2018-02-01,2018,2,58,6871,5455574
UA,DEN,SAT,2018-03-01,2018,3,86,9147,7262718
UA,DEN,SAT,2018-04-01,2018,4,90,9325,7404050
UA,DEN,SAT,2018-05-01,2018,5,92,9416,7476304
UA,DEN,SAT,2018-06-01,2018,6,107,10514,8348116
UA,DEN,SAT,2018-07-01,2018,7,115,11212,8902328
UA,DEN,SAT,2018-08-01,2018,8,106,9526,7563644
UA,DEN,SAT,2018-09-01,2018,9,83,6036,4792584
UA,DEN,SAT,2018-10-01,2018,10,88,6684,5307096
UA,DEN,SAT,2018-11-01,2018,11,86,8628,6850632
UA,DEN,SAT,2018-12-01,2018,12,91,9291,7377054
UA,DEN,SBA,2018-01-01,2018,1,62,3750,3435000
UA,DEN,SBA,2018-02-01,2018,2,65,3640,3334240
UA,DEN,SBA,2018-03-01,2018,3,87,4844,4437104
UA,DEN,SBA,2018-04-01,2018,4,83,4862,4453592
UA,DEN,SBA,2018-05-01,2018,5,83,4750,4351000
UA,DEN,SBA,2018-06-01,2018,6,104,5320,4873120
UA,DEN,SBA,2018-07-01,2018,7,118,5900,5404400
UA,DEN,SBA,2018-08-01,2018,8,120,6286,5757976
UA,DEN,SBA,2018-09-01,2018,9,114,6454,5911864
UA,DEN,SBA,2018-10-01,2018,10,118,7398,6776568
UA,DEN,SBA,2018-11-01,2018,11,106,6642,6084072
UA,DEN,SBA,2018-12-01,2018,12,95,5910,5413560
UA,DEN,SBP,2018-01-01,2018,1,31,1550,1444600
UA,DEN,SBP,2018-02-01,2018,2,28,1400,1304800
UA,DEN,SBP,2018-03-01,2018,3,31,1550,1444600
UA,DEN,SBP,2018-04-01,2018,4,52,3172,2956304
UA,DEN,SBP,2018-05-01,2018,5,62,3958,3688856
UA,DEN,SBP,2018-06-01,2018,6,64,3356,3127792
UA,DEN,SBP,2018-07-01,2018,7,66,3300,3075600
UA,DEN,SBP,2018-08-01,2018,8,65,3250,3029000
UA,DEN,SBP,2018-09-01,2018,9,59,2950,2749400
UA,DEN,SBP,2018-10-01,2018,10,62,4288,3996416
UA,DEN,SBP,2018-11-01,2018,11,58,3628,3381296
UA,DEN,SBP,2018-12-01,2018,12,62,3906,3640392
UA,DEN,SDF,2018-01-01,2018,1,38,1900,1943700
UA,DEN,SDF,2018-02-01,2018,2,28,1400,1432200
UA,DEN,SDF,2018-03-01,2018,3,31,1550,1585650
UA,DEN,SDF,2018-04-01,2018,4,52,2600,2659800
UA,DEN,SDF,2018-05-01,2018,5,64,3536,3617328
UA,DEN,SDF,2018-06-01,2018,6,60,3000,3069000
UA,DEN,SDF,2018-07-01,2018,7,59,2950,3017850
UA,DEN,SDF,2018-08-01,2018,8,61,3336,3412728
UA,DEN,SDF,2018-09-01,2018,9,55,3506,3586638
UA,DEN,SDF,2018-10-01,2018,10,57,3482,3562086
UA,DEN,SDF,2018-11-01,2018,11,56,3380,3457740
UA,DEN,SDF,2018-12-01,2018,12,46,2660,2721180
UA,DEN,SEA,2018-01-01,2018,1,120,19033,19489792
UA,DEN,SEA,2018-02-01,2018,2,108,17397,17814528
UA,DEN,SEA,2018-03-01,2018,3,120,20262,20748288
UA,DEN,SEA,2018-04-01,2018,4,124,20774,21272576
UA,DEN,SEA,2018-05-01,2018,5,145,23800,24371200
UA,DEN,SEA,2018-06-01,2018,6,168,28543,29228032
UA,DEN,SEA,2018-07-01,2018,7,175,29638,30349312
UA,DEN,SEA,2018-08-01,2018,8,177,29384,30089216
UA,DEN,SEA,2018-09-01,2018,9,160,25138,25741312
UA,DEN,SEA,2018-10-01,2018,10,133,21113,21619712
UA,DEN,SEA,2018-11-01,2018,11,140,20503,20995072
UA,DEN,SEA,2018-12-01,2018,12,141,20857,21357568
UA,DEN,SFO,2018-01-01,2018,1,275,50078,48425426
UA,DEN,SFO,2018-02-01,2018,2,239,42548,41143916
UA,DEN,SFO,2018-03-01,2018,3,277,53857,52079719
UA,DEN,SFO,2018-04-01,2018,4,278,56240,54384080
UA,DEN,SFO,2018-05-01,2018,5,292,60433,58438711
UA,DEN,SFO,2018-06-01,2018,6,335,66696,64495032
UA,DEN,SFO,2018-07-01,2018,7,349,69333,67045011
UA,DEN,SFO,2018-08-01,2018,8,352,69369,67079823
UA,DEN,SFO,2018-09-01,2018,9,316,62151,60100017
UA,DEN,SFO,2018-10-01,2018,10,315,64210,62091070
UA,DEN,SFO,2018-11-01,2018,11,284,56614,54745738
UA,DEN,SFO,2018-12-01,2018,12,271,54062,52277954
UA,DEN,SGF,2018-01-01,2018,1,62,3100,1974700
UA,DEN,SGF,2018-02-01,2018,2,54,2700,1719900
UA,DEN,SGF,2018-03-01,2018,3,61,3050,1942850
UA,DEN,SGF,2018-04-01,2018,4,60,3020,1923740
UA,DEN,SGF,2018-05-01,2018,5,62,3100,1974700
UA,DEN,SGF,2018-06-01,2018,6,105,5270,3356990
UA,DEN,SGF,2018-07-01,2018,7,114,5700,3630900
UA,DEN,SGF,2018-08-01,2018,8,103,5150,3280550
UA,DEN,SGF,2018-09-01,2018,9,114,5818,3706066
UA,DEN,SGF,2018-10-01,2018,10,115,5796,3692052
UA,DEN,SGF,2018-11-01,2018,11,88,4426,2819362
UA,DEN,SGF,2018-12-01,2018,12,80,4000,2548000
UA,DEN,SGU,2018-01-01,2018,1,62,3100,1612000
UA,DEN,SGU,2018-02-01,2018,2,56,2800,1456000
UA,DEN,SGU,2018-03-01,2018,3,62,3100,1612000
UA,DEN,SGU,2018-04-01,2018,4,60,3000,1560000
UA,DEN,SGU,2018-05-01,2018,5,61,3050,1586000
UA,DEN,SGU,2018-06-01,2018,6,60,3000,1560000
UA,DEN,SGU,2018-07-01,2018,7,55,2750,1430000
UA,DEN,SGU,2018-08-01,2018,8,44,2200,1144000
UA,DEN,SGU,2018-09-01,2018,9,60,3000,1560000
UA,DEN,SGU,2018-10-01,2018,10,62,3100,1612000
UA,DEN,SGU,2018-11-01,2018,11,62,3100,1612000
UA,DEN,SGU,2018-12-01,2018,12,62,3100,1612000
UA,DEN,SHV,2018-01-01,2018,1,31,1550,1227600
UA,DEN,SHV,2018-02-01,2018,2,28,1400,1108800
UA,DEN,SHV,2018-03-01,2018,3,31,1550,1227600
UA,DEN,SHV,2018-04-01,2018,4,30,1500,1188000
UA,DEN,SHV,2018-05-01,2018,5,31,1550,1227600
UA,DEN,SHV,2018-06-01,2018,6,30,1500,1188000
UA,DEN,SHV,2018-07-01,2018,7,31,1550,1227600
UA,DEN,SHV,2018-08-01,2018,8,31,1550,1227600
UA,DEN,SHV,2018-09-01,2018,9,30,1500,1188000
UA,DEN,SHV,2018-10-01,2018,10,31,1550,1227600
UA,DEN,SHV,2018-11-01,2018,11,29,1450,1148400
UA,DEN,SHV,2018-12-01,2018,12,31,1550,1227600
UA,DEN,SJC,2018-01-01,2018,1,109,11500,10902000
UA,DEN,SJC,2018-02-01,2018,2,101,10104,9578592
UA,DEN,SJC,2018-03-01,2018,3,119,11178,10596744
UA,DEN,SJC,2018-04-01,2018,4,131,12920,12248160
UA,DEN,SJC,2018-05-01,2018,5,135,13708,12995184
UA,DEN,SJC,2018-06-01,2018,6,142,13983,13255884
UA,DEN,SJC,2018-07-01,2018,7,138,13456,12756288
UA,DEN,SJC,2018-08-01,2018,8,146,14571,13813308
UA,DEN,SJC,2018-09-01,2018,9,129,14224,13484352
UA,DEN,SJC,2018-10-01,2018,10,132,14455,13703340
UA,DEN,SJC,2018-11-01,2018,11,130,15296,14500608
UA,DEN,SJC,2018-12-01,2018,12,122,14201,13462548
UA,DEN,SJD,2018-01-01,2018,1,36,5436,6457968
UA,DEN,SJD,2018-02-01,2018,2,32,4712,5597856
UA,DEN,SJD,2018-03-01,2018,3,36,4849,5760612
UA,DEN,SJD,2018-04-01,2018,4,20,2984,3544992
UA,DEN,SJD,2018-05-01,2018,5,12,1864,2214432
UA,DEN,SJD,2018-06-01,2018,6,13,2078,2468664
UA,DEN,SJD,2018-07-01,2018,7,4,664,788832
UA,DEN,SJD,2018-08-01,2018,8,4,648,769824
UA,DEN,SJD,2018-09-01,2018,9,5,837,994356
UA,DEN,SJD,2018-10-01,2018,10,11,1865,2215620
UA,DEN,SJD,2018-11-01,2018,11,34,5761,6844068
UA,DEN,SJD,2018-12-01,2018,12,34,5852,6952176
UA,DEN,SLC,2018-01-01,2018,1,174,16331,6385421
UA,DEN,SLC,2018-02-01,2018,2,159,13877,5425907
UA,DEN,SLC,2018-03-01,2018,3,180,15642,6116022
UA,DEN,SLC,2018-04-01,2018,4,172,13405,5241355
UA,DEN,SLC,2018-05-01,2018,5,174,13438,5254258
UA,DEN,SLC,2018-06-01,2018,6,174,13414,5244874
UA,DEN,SLC,2018-07-01,2018,7,181,13966,5460706
UA,DEN,SLC,2018-08-01,2018,8,181,15020,5872820
UA,DEN,SLC,2018-09-01,2018,9,169,15912,6221592
UA,DEN,SLC,2018-10-01,2018,10,182,18074,7066934
UA,DEN,SLC,2018-11-01,2018,11,200,18424,7203784
UA,DEN,SLC,2018-12-01,2018,12,200,17524,6851884
UA,DEN,SMF,2018-01-01,2018,1,113,14072,12805520
UA,DEN,SMF,2018-02-01,2018,2,106,12381,11266710
UA,DEN,SMF,2018-03-01,2018,3,118,13582,12359620
UA,DEN,SMF,2018-04-01,2018,4,113,13640,12412400
UA,DEN,SMF,2018-05-01,2018,5,114,14151,12877410
UA,DEN,SMF,2018-06-01,2018,6,139,16320,14851200
UA,DEN,SMF,2018-07-01,2018,7,142,17360,15797600
UA,DEN,SMF,2018-08-01,2018,8,139,17940,16325400
UA,DEN,SMF,2018-09-01,2018,9,110,16407,14930370
UA,DEN,SMF,2018-10-01,2018,10,115,17126,15584660
UA,DEN,SMF,2018-11-01,2018,11,114,16742,15235220
UA,DEN,SMF,2018-12-01,2018,12,111,15145,13781950
UA,DEN,SNA,2018-01-01,2018,1,111,17746,15013116
UA,DEN,SNA,2018-02-01,2018,2,101,15292,12937032
UA,DEN,SNA,2018-03-01,2018,3,118,17454,14766084
UA,DEN,SNA,2018-04-01,2018,4,113,17622,14908212
UA,DEN,SNA,2018-05-01,2018,5,114,17940,15177240
UA,DEN,SNA,2018-06-01,2018,6,114,17110,14475060
UA,DEN,SNA,2018-07-01,2018,7,116,17214,14563044
UA,DEN,SNA,2018-08-01,2018,8,116,17498,14803308
UA,DEN,SNA,2018-09-01,2018,9,106,16700,14128200
UA,DEN,SNA,2018-10-01,2018,10,106,16940,14331240
UA,DEN,SNA,2018-11-01,2018,11,110,17134,14495364
UA,DEN,SNA,2018-12-01,2018,12,115,18596,15732216
UA,DEN,STL,2018-01-01,2018,1,151,8590,6614300
UA,DEN,STL,2018-02-01,2018,2,130,7300,5621000
UA,DEN,STL,2018-03-01,2018,3,142,7830,6029100
UA,DEN,STL,2018-04-01,2018,4,137,8296,6387920
UA,DEN,STL,2018-05-01,2018,5,142,10820,8331400
UA,DEN,STL,2018-06-01,2018,6,143,9932,7647640
UA,DEN,STL,2018-07-01,2018,7,151,10870,8369900
UA,DEN,STL,2018-08-01,2018,8,150,11292,8694840
UA,DEN,STL,2018-09-01,2018,9,140,11666,8982820
UA,DEN,STL,2018-10-01,2018,10,141,10353,7971810
UA,DEN,STL,2018-11-01,2018,11,137,7034,5416180
UA,DEN,STL,2018-12-01,2018,12,131,6850,5274500
UA,DEN,SUN,2018-01-01,2018,1,31,2356,1314648
UA,DEN,SUN,2018-02-01,2018,2,28,2128,1187424
UA,DEN,SUN,2018-03-01,2018,3,31,2356,1314648
UA,DEN,SUN,2018-04-01,2018,4,2,152,84816
UA,DEN,SUN,2018-06-01,2018,6,3,228,127224
UA,DEN,SUN,2018-07-01,2018,7,31,2356,1314648
UA,DEN,SUN,2018-08-01,2018,8,31,2356,1314648
UA,DEN,SUN,2018-09-01,2018,9,3,228,127224
UA,DEN,SUN,2018-12-01,2018,12,13,988,551304
UA,DEN,TPA,2018-01-01,2018,1,61,9888,14891328
UA,DEN,TPA,2018-02-01,2018,2,56,9191,13841646
UA,DEN,TPA,2018-03-01,2018,3,80,13200,19879200
UA,DEN,TPA,2018-04-01,2018,4,75,12673,19085538
UA,DEN,TPA,2018-05-01,2018,5,62,10696,16108176
UA,DEN,TPA,2018-06-01,2018,6,64,10893,16404858
UA,DEN,TPA,2018-07-01,2018,7,60,10221,15392826
UA,DEN,TPA,2018-08-01,2018,8,64,10676,16078056
UA,DEN,TPA,2018-09-01,2018,9,54,8577,12916962
UA,DEN,TPA,2018-10-01,2018,10,61,10084,15186504
UA,DEN,TPA,2018-11-01,2018,11,54,9627,14498262
UA,DEN,TPA,2018-12-01,2018,12,60,10732,16162392
UA,DEN,TUL,2018-01-01,2018,1,112,6240,3375840
UA,DEN,TUL,2018-02-01,2018,2,104,5604,3031764
UA,DEN,TUL,2018-03-01,2018,3,100,5760,3116160
UA,DEN,TUL,2018-04-01,2018,4,108,5632,3046912
UA,DEN,TUL,2018-05-01,2018,5,114,5700,3083700
UA,DEN,TUL,2018-06-01,2018,6,138,10749,5815209
UA,DEN,TUL,2018-07-01,2018,7,130,11176,6046216
UA,DEN,TUL,2018-08-01,2018,8,139,11588,6269108
UA,DEN,TUL,2018-09-01,2018,9,114,10050,5437050
UA,DEN,TUL,2018-10-01,2018,10,115,10367,5608547
UA,DEN,TUL,2018-11-01,2018,11,110,12224,6613184
UA,DEN,TUL,2018-12-01,2018,12,90,7856,4250096
UA,DEN,TUS,2018-01-01,2018,1,123,9446,6035994
UA,DEN,TUS,2018-02-01,2018,2,112,9598,6133122
UA,DEN,TUS,2018-03-01,2018,3,143,12757,8151723
UA,DEN,TUS,2018-04-01,2018,4,122,10288,6574032
UA,DEN,TUS,2018-05-01,2018,5,119,9850,6294150
UA,DEN,TUS,2018-06-01,2018,6,119,7276,4649364
UA,DEN,TUS,2018-07-01,2018,7,123,6800,4345200
UA,DEN,TUS,2018-08-01,2018,8,123,7164,4577796
UA,DEN,TUS,2018-09-01,2018,9,113,7210,4607190
UA,DEN,TUS,2018-10-01,2018,10,124,7854,5018706
UA,DEN,TUS,2018-11-01,2018,11,118,12314,7868646
UA,DEN,TUS,2018-12-01,2018,12,124,10550,6741450
UA,DEN,TVC,2018-06-01,2018,6,4,304,313424
UA,DEN,TVC,2018-07-01,2018,7,4,304,313424
UA,DEN,TVC,2018-08-01,2018,8,3,228,235068
UA,DEN,TYS,2018-01-01,2018,1,31,1550,1801100
UA,DEN,TYS,2018-02-01,2018,2,28,1400,1626800
UA,DEN,TYS,2018-03-01,2018,3,31,2130,2475060
UA,DEN,TYS,2018-04-01,2018,4,30,2136,2482032
UA,DEN,TYS,2018-05-01,2018,5,31,2170,2521540
UA,DEN,TYS,2018-06-01,2018,6,55,2850,3311700
UA,DEN,TYS,2018-07-01,2018,7,60,3420,3974040
UA,DEN,TYS,2018-08-01,2018,8,61,3310,3846220
UA,DEN,TYS,2018-09-01,2018,9,54,2700,3137400
UA,DEN,TYS,2018-10-01,2018,10,61,3050,3544100
UA,DEN,TYS,2018-11-01,2018,11,58,2900,3369800
UA,DEN,TYS,2018-12-01,2018,12,49,2710,3149020
UA,DEN,VEL,2018-06-01,2018,6,9,450,117000
UA,DEN,VEL,2018-07-01,2018,7,52,2600,676000
UA,DEN,VEL,2018-08-01,2018,8,54,2700,702000
UA,DEN,VEL,2018-09-01,2018,9,50,2500,650000
UA,DEN,VEL,2018-10-01,2018,10,54,2700,702000
UA,DEN,VEL,2018-11-01,2018,11,52,2600,676000
UA,DEN,VEL,2018-12-01,2018,12,49,2450,637000
UA,DEN,XNA,2018-01-01,2018,1,38,1926,1186416
UA,DEN,XNA,2018-02-01,2018,2,28,1634,1006544
UA,DEN,XNA,2018-03-01,2018,3,51,2706,1666896
UA,DEN,XNA,2018-04-01,2018,4,57,2850,1755600
UA,DEN,XNA,2018-05-01,2018,5,62,3230,1989680
UA,DEN,XNA,2018-06-01,2018,6,60,3998,2462768
UA,DEN,XNA,2018-07-01,2018,7,62,3600,2217600
UA,DEN,XNA,2018-08-01,2018,8,62,3440,2119040
UA,DEN,XNA,2018-09-01,2018,9,60,3000,1848000
UA,DEN,XNA,2018-10-01,2018,10,62,3586,2208976
UA,DEN,XNA,2018-11-01,2018,11,59,3422,2107952
UA,DEN,XNA,2018-12-01,2018,12,58,2900,1786400
UA,DEN,YEG,2018-01-01,2018,1,62,4712,4806240
UA,DEN,YEG,2018-02-01,2018,2,54,4104,4186080
UA,DEN,YEG,2018-03-01,2018,3,57,4332,4418640
UA,DEN,YEG,2018-04-01,2018,4,56,4256,4341120
UA,DEN,YEG,2018-05-01,2018,5,57,4332,4418640
UA,DEN,YEG,2018-06-01,2018,6,55,4226,4310520
UA,DEN,YEG,2018-07-01,2018,7,57,4488,4577760
UA,DEN,YEG,2018-08-01,2018,8,59,4628,4720560
UA,DEN,YEG,2018-09-01,2018,9,60,4560,4651200
UA,DEN,YEG,2018-10-01,2018,10,61,4650,4743000
UA,DEN,YEG,2018-11-01,2018,11,57,4474,4563480
UA,DEN,YEG,2018-12-01,2018,12,46,3496,3565920
UA,DEN,YVR,2018-01-01,2018,1,62,8314,9261796
UA,DEN,YVR,2018-02-01,2018,2,54,7032,7833648
UA,DEN,YVR,2018-03-01,2018,3,61,7897,8797258
UA,DEN,YVR,2018-04-01,2018,4,58,7513,8369482
UA,DEN,YVR,2018-05-01,2018,5,62,7936,8840704
UA,DEN,YVR,2018-06-01,2018,6,84,10285,11457490
